json_path,split
"output_basslines/Bach_Johann_Sebastian/Concerto_pour_orgue_seul_en_fa_majeur,_BWV_978_I._Allegro.json",train
"output_basslines/Bach_Johann_Sebastian/Flute_Sonata_in_B_minor,_BWV_1030_I._Andante.json",train
"output_basslines/Bach_Johann_Sebastian/Franzosische_Suite_Nr._5,_BWV_816,_Gigue.json",train
output_basslines/Bach_Johann_Sebastian/Fugue_14_F_Minor.json,train
output_basslines/Bach_Johann_Sebastian/Fugue_16_G_Minor.json,train
output_basslines/Bach_Johann_Sebastian/Fugue_18_G_Minor.json,train
output_basslines/Bach_Johann_Sebastian/Fugue_22_B_Flat_Minor.json,train
output_basslines/Bach_Johann_Sebastian/Fugue_24_B_Minor.json,train
output_basslines/Bach_Johann_Sebastian/Fugue_in_G.json,train
output_basslines/Bach_Johann_Sebastian/Gavotte.json,train
output_basslines/Bach_Johann_Sebastian/Invention.json,train
output_basslines/Bach_Johann_Sebastian/Italian_Concerto-Presto.json,train
output_basslines/Bach_Johann_Sebastian/Italian_Concerto_Allegro.json,train
output_basslines/Bach_Johann_Sebastian/Jesus_bleibet_meine_Freude_Herz_und_Mund_und_Tat_und_Leben_BWV._147_.json,train
"output_basslines/Bach_Johann_Sebastian/Lukas_Passion,_BWV_246_96._Chorale_Derselbe_mein_Herr_Jesu_Christ.json",train
output_basslines/Bach_Johann_Sebastian/March_in_D_major_C.P.E._Bach_.json,train
output_basslines/Bach_Johann_Sebastian/Menuet_From_Anna_Magdelena_.json,train
"output_basslines/Bach_Johann_Sebastian/Menuet_G-dur,_BWV_Anh.json",train
output_basslines/Bach_Johann_Sebastian/Menuet_in_G-Major.json,train
output_basslines/Bach_Johann_Sebastian/Musette_BWV_Anh.json,train
output_basslines/Bach_Johann_Sebastian/Orchestersuite_Nr._2_5._Polonaise.json,train
"output_basslines/Bach_Johann_Sebastian/Orchestral_Suite_No._4_in_D_major,_BWV_1069_III._Gavotte.json",train
"output_basslines/Bach_Johann_Sebastian/Partita_No._1_in_B-flat_major,_BWV_825_VI._Gigue.json",train
output_basslines/Bach_Johann_Sebastian/Prelude_in_C_Major.json,train
output_basslines/Bach_Johann_Sebastian/Sinfonia.json,train
"output_basslines/Bach_Johann_Sebastian/Suite_pour_orchestre_No._2_en_Si_mineur,_BWV_1067_II._Rondo.json",train
output_basslines/Bach_Johann_Sebastian/Toccata.json,train
"output_basslines/Bach_Johann_Sebastian/Toccata_and_Fugue_in_D_minor,_BWV_565.json",train
output_basslines/Bach_Johann_Sebastian/Toccato_und_Fuge_F-Dur_BWV_540.json,train
output_basslines/Bach_Johann_Sebastian/TwoPart_Invention_in_A_minor.json,train
output_basslines/Bachman-Turner_Overdrive/Let_It_Ride.json,train
output_basslines/Bachman-Turner_Overdrive/Takin_Care_of_Business.json,train
output_basslines/Backstreet_Boys/All_I_Have_to_Give.json,train
output_basslines/Backstreet_Boys/As_Long_as_You_Love_Me.json,train
output_basslines/Backstreet_Boys/Back_to_Your_Heart.json,train
output_basslines/Backstreet_Boys/Everybody_Backstreets_Back_.json,train
output_basslines/Backstreet_Boys/I_Want_It_That_Way.json,train
output_basslines/Backstreet_Boys/Its_Gotta_Be_You.json,train
output_basslines/Backstreet_Boys/Larger_Than_Life.json,train
output_basslines/Backstreet_Boys/My_Heart_Stays_With_You.json,train
output_basslines/Backstreet_Boys/Quit_Playin_Games.json,train
output_basslines/Backstreet_Boys/Shape_of_My_Heart.json,train
output_basslines/Backstreet_Boys/The_Call.json,train
output_basslines/Bad_Company/Cant_Get_Enough.json,train
output_basslines/Bad_Company/If_You_Needed_Somebody.json,train
output_basslines/Bad_Company/Ready_For_Love.json,train
output_basslines/Bad_Company/Run_With_The_Pack.json,train
output_basslines/Bad_Company/Shooting_Star.json,train
output_basslines/Bad_Manners/My_Girl_Lollipop.json,train
output_basslines/Baltimora/Tarzan_Boy.json,train
output_basslines/Band/The_Last_Waltz_Refrain.json,train
output_basslines/Band_Aid/Do_They_Know_Its_Christmas.json,train
output_basslines/Band_Aid/Feed_the_World.json,train
output_basslines/Banda_Blanca/Fiesta.json,train
"output_basslines/Barber_Samuel/Adagio_for_Strings,_Opus_11.json",train
output_basslines/Barenaked_Ladies/One_Week.json,train
output_basslines/Barenaked_Ladies/Shoe_Box.json,train
output_basslines/Barlow_Gary/Love_Wont_Wait.json,train
output_basslines/Barlow_Gary/Open_Road.json,train
"output_basslines/Barry_White/Cant_Get_Enough_of_Your_Love,_Babe.json",train
"output_basslines/Barry_White/Youre_The_First,_The_Last,_My_Everything.json",train
output_basslines/Barry_White/Youre_the_First_the_Last_My_Everyting.json,train
output_basslines/Barry_and_Eileen/Ibiza.json,train
output_basslines/Bart_Herman/Ik_Ga_Dood_Aan_Jou.json,train
output_basslines/Basia/Run_for_Cover.json,train
output_basslines/Basie/All_of_Me.json,train
output_basslines/Basie/April_in_Paris.json,train
output_basslines/Basie/Basie-Straight_Ahead.json,train
output_basslines/Basie/Cute.json,train
output_basslines/Basie/Doin_Basies_Thing.json,train
output_basslines/Basie/Freckle_Face.json,train
output_basslines/Basie/Have_a_Nice_Day.json,train
output_basslines/Basie/Hay_Burner.json,train
output_basslines/Basie/In_a_Mellow_Tone.json,train
output_basslines/Basie/It_Had_to_Be_You.json,train
output_basslines/Basie/The_Queen_Bee.json,train
output_basslines/Basie/The_Wind_Machine.json,train
output_basslines/Basie/Told_You_So.json,train
output_basslines/Basie/Warm_Breeze.json,train
output_basslines/Basie/Ya_Gotta_Try.json,train
output_basslines/Battiato/Bandiera_bianca.json,train
output_basslines/Battiato/Centro_di_gravita_permanente.json,train
output_basslines/Battiato/Cuccuruccucu.json,train
output_basslines/Battiato/Cuccurucucu.json,train
output_basslines/Battiato/Di_passaggio.json,train
output_basslines/Battiato/E_ti_vengo_a_cercare.json,train
output_basslines/Battiato/Gli_uccelli.json,train
output_basslines/Battiato/I_treni_di_Tozeur.json,train
output_basslines/Battiato/Il_ballo_del_potere.json,train
output_basslines/Battiato/La_stagione_dellamore.json,train
output_basslines/Battiato/Lera_del_cinghiale_bianco.json,train
output_basslines/Battiato/Prospettiva_Nevski.json,train
output_basslines/Battiato/Segnali_di_vita.json,train
output_basslines/Battiato/Sentimiento_nuevo.json,train
output_basslines/Battiato/Strani_giorni.json,train
output_basslines/Battiato/Vite_parallele.json,train
output_basslines/Battiato/Voglio_vederti_danzare.json,train
output_basslines/Bauer/De_regenboog.json,train
output_basslines/Beastie_Boys/Intergalactic.json,train
output_basslines/Beastie_Boys/Sabotage.json,train
output_basslines/Beastie_Boys/Slow_Ride.json,train
output_basslines/Beastie_Boys/You_Gotta_Fight_for_Your_Right.json,train
output_basslines/Beck/Deadweight.json,train
output_basslines/Beck/Devils_Haircut.json,train
output_basslines/Beck/Jack-Ass.json,train
output_basslines/Beck/Where_Its_At.json,train
output_basslines/Bee_Gees/Dont_Forget_to_Remember.json,train
output_basslines/Bee_Gees/Holiday.json,train
output_basslines/Bee_Gees/Israel.json,train
output_basslines/Bee_Gees/Jive_Talkin.json,train
output_basslines/Bee_Gees/Love_You_Inside_Out.json,train
output_basslines/Bee_Gees/Massachusettes.json,train
output_basslines/Bee_Gees/Massachusetts.json,train
output_basslines/Bee_Gees/Medley.json,train
output_basslines/Bee_Gees/More_Than_a_Woman.json,train
output_basslines/Bee_Gees/New_York_Mining_Disaster_1941.json,train
output_basslines/Bee_Gees/Night_Fever.json,train
output_basslines/Bee_Gees/Nights_on_Broadway.json,train
output_basslines/Bee_Gees/Paying_the_Price_of_Love.json,train
output_basslines/Bee_Gees/Run_to_Me.json,train
output_basslines/Bee_Gees/Secret_Love.json,train
output_basslines/Bee_Gees/StayinAlive.json,train
output_basslines/Bee_Gees/Tragedy.json,train
output_basslines/Bee_Gees/You_Should_Be_Dancin_live_.json,train
output_basslines/Bee_Gees/You_Should_Be_Dancing.json,train
output_basslines/Bee_Gees/You_Win_Again.json,train
"output_basslines/Bela_Bartok/44_Duos,_No._14_Cushion_Dance.json",train
"output_basslines/Bela_Bartok/Kezdok_zongoramuzikaja_First_Term_at_the_Piano_,_BB_66_No._16_Paraszttanc_Peasants_Dance_Allegro_moderato.json",train
output_basslines/Bela_Bartok/Piano_Piece_for_Children_No._18.json,train
"output_basslines/Bela_Bartok/Roumanian_Folk_Dance,_Sz._56_No._6_Fast_Dance.json",train
output_basslines/Belafonte_Harry/Island_in_the_Sun.json,train
output_basslines/Belafonte_Harry/Marys_Boy_Child.json,train
output_basslines/Belinda_Carlisle/Circle_In_The_Sand.json,train
output_basslines/Belinda_Carlisle/Heaven_Is_A_Place_On_Earth.json,train
output_basslines/Belinda_Carlisle/Mad_About_You.json,train
output_basslines/Bell/Private_Number.json,train
output_basslines/Bell/Tighten_Up.json,train
output_basslines/Ben_Cramer/De_clown.json,train
output_basslines/Ben_Folds_Five/Brick.json,train
output_basslines/Ben_Folds_Five/Julianne.json,train
output_basslines/Ben_Folds_Five/Missing_the_War.json,train
output_basslines/Ben_Folds_Five/One_Angry_Dwarf_and_200_Solemn_Faces.json,train
output_basslines/Ben_Folds_Five/Song_for_the_Dumped.json,train
output_basslines/Ben_Folds_Five/Stevens_Last_Night_in_Town.json,train
output_basslines/Ben_Folds_Five/The_Battle_of_Who_Could_Care_Less.json,train
output_basslines/Ben_Folds_Five/Uncle_Walter.json,train
output_basslines/Ben_Folds_Five/Underground.json,train
output_basslines/Benjamin_Arthur/Jamaican_Rhumba.json,train
output_basslines/Bennett/I_Left_My_Heart_In_San_Francisco.json,train
output_basslines/Bennett/The_Shadow_of_Your_Smile.json,train
output_basslines/Beres_Hammond/No_Crime.json,train
output_basslines/Bernd_Cluver/Der_Junge_mit_der_Mundharmonika.json,train
output_basslines/Bernd_Cluver/Ein_Madchen_wie_du.json,train
output_basslines/Bernhard_Brink/Ich_Glaub_Dir_Jede_Luge.json,train
output_basslines/Bert_Heerink/Julie_July_Brother_Louie_.json,train
output_basslines/Berte/Acqua.json,train
output_basslines/Berte/Amici_non_ne_ho.json,train
output_basslines/Berte/Buongiorno_anche_a_te.json,train
